X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e+00,2.000000e-03
0,0.00e+00,1.60e-01,2.00e-01,3.20e-01,
1,6.00e-01,2.40e-01,4.00e-01,1.20e-01,
2,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
3,6.00e-01,3.20e-01,4.00e-01,3.20e-01,
4,0.00e+00,2.40e-01,1.60e-01,1.20e-01,
5,4.00e-01,1.60e-01,4.40e-01,3.20e-01,
6,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
7,4.00e-01,2.40e-01,1.60e-01,3.20e-01,
8,0.00e+00,2.40e-01,1.60e-01,3.20e-01,
9,4.00e-01,1.60e-01,4.40e-01,1.20e-01,
10,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
11,4.00e-01,2.40e-01,1.60e-01,1.20e-01,
12,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
13,4.00e-01,3.20e-01,4.00e-01,3.20e-01,
14,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
15,4.00e-01,3.20e-01,4.00e-01,3.20e-01,
16,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
17,4.00e-01,3.20e-01,1.60e-01,3.20e-01,
18,0.00e+00,2.40e-01,4.00e-01,1.20e-01,
19,6.00e-01,1.60e-01,1.60e-01,3.60e-01,
20,4.00e-01,1.60e-01,4.00e-01,1.20e-01,
21,0.00e+00,2.40e-01,1.60e-01,3.60e-01,
22,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
23,6.00e-01,3.20e-01,4.00e-01,3.60e-01,
24,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
25,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
26,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
27,4.00e-01,3.20e-01,4.00e-01,3.60e-01,
28,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
29,4.00e-01,2.40e-01,1.60e-01,1.20e-01,
30,0.00e+00,1.60e-01,4.40e-01,3.20e-01,
31,4.00e-01,3.20e-01,1.60e-01,1.20e-01,
32,4.00e-01,1.60e-01,1.60e-01,1.20e-01,
33,0.00e+00,2.40e-01,4.00e-01,3.60e-01,
34,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
35,4.00e-01,2.40e-01,4.00e-01,3.60e-01,
36,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
37,6.00e-01,3.20e-01,1.60e-01,3.60e-01,
38,0.00e+00,3.20e-01,2.00e-01,8.00e-02,
39,4.00e-01,1.60e-01,4.00e-01,3.60e-01,
40,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
41,4.00e-01,3.20e-01,4.00e-01,3.20e-01,
42,0.00e+00,3.20e-01,1.60e-01,1.20e-01,
43,4.00e-01,1.60e-01,4.00e-01,3.20e-01,
44,0.00e+00,2.40e-01,1.60e-01,1.20e-01,
45,4.00e-01,1.60e-01,4.00e-01,3.20e-01,
46,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
47,6.00e-01,1.60e-01,1.60e-01,3.60e-01,
48,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
49,4.00e-01,3.20e-01,1.60e-01,3.20e-01,
50,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
51,6.00e-01,2.40e-01,2.00e-01,3.60e-01,
52,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
53,6.00e-01,2.40e-01,1.60e-01,3.20e-01,
54,4.00e-01,1.60e-01,3.60e-01,3.20e-01,
55,0.00e+00,2.40e-01,2.00e-01,1.20e-01,
56,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
57,6.00e-01,2.40e-01,4.00e-01,3.20e-01,
58,0.00e+00,1.60e-01,2.00e-01,3.20e-01,
59,4.00e-01,3.20e-01,4.00e-01,1.20e-01,
60,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
61,4.00e-01,2.40e-01,1.60e-01,3.60e-01,
62,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
63,6.00e-01,3.20e-01,1.60e-01,3.60e-01,
64,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
65,6.00e-01,2.40e-01,1.60e-01,3.60e-01,
66,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
67,4.00e-01,2.40e-01,1.60e-01,3.20e-01,
68,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
69,4.00e-01,2.40e-01,1.60e-01,1.20e-01,
70,0.00e+00,1.60e-01,2.00e-01,3.20e-01,
71,6.00e-01,2.40e-01,4.00e-01,1.20e-01,
72,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
73,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
74,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
75,4.00e-01,2.40e-01,4.00e-01,3.60e-01,
76,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
77,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
78,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
79,8.00e-01,2.40e-01,1.60e-01,3.60e-01,
80,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
81,4.00e-01,3.20e-01,1.60e-01,1.20e-01,
82,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
83,8.00e-01,2.40e-01,1.60e-01,3.20e-01,
84,0.00e+00,1.60e-01,2.00e-01,3.20e-01,
85,6.00e-01,3.20e-01,4.00e-01,1.20e-01,
86,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
87,4.00e-01,2.40e-01,4.00e-01,3.60e-01,
88,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
89,4.00e-01,2.40e-01,2.00e-01,3.60e-01,
90,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
91,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
92,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
93,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
94,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
95,4.00e-01,3.20e-01,1.60e-01,3.60e-01,
96,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
97,4.00e-01,2.40e-01,2.00e-01,1.20e-01,
98,4.00e-01,1.60e-01,4.00e-01,1.20e-01,
99,0.00e+00,2.40e-01,1.60e-01,3.20e-01,
100,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
101,8.00e-01,3.20e-01,1.60e-01,1.20e-01,
102,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
103,4.00e-01,3.20e-01,1.60e-01,1.20e-01,
104,0.00e+00,1.60e-01,2.00e-01,3.20e-01,
105,6.00e-01,2.40e-01,4.00e-01,1.20e-01,
106,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
107,4.00e-01,3.20e-01,1.60e-01,3.20e-01,
108,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
109,8.00e-01,3.20e-01,4.40e-01,3.20e-01,
110,6.00e-01,1.60e-01,4.00e-01,1.20e-01,
111,0.00e+00,2.40e-01,1.60e-01,3.60e-01,
112,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
113,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
114,0.00e+00,1.60e-01,2.00e-01,1.20e-01,
115,4.00e-01,2.40e-01,4.00e-01,3.20e-01,
116,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
117,6.00e-01,2.40e-01,1.60e-01,1.20e-01,
118,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
119,4.00e-01,2.40e-01,1.60e-01,3.20e-01,
120,0.00e+00,1.60e-01,4.00e-01,3.20e-01,
121,6.00e-01,2.40e-01,1.60e-01,1.20e-01,
122,0.00e+00,2.40e-01,2.00e-01,1.20e-01,
123,4.00e-01,1.60e-01,4.00e-01,3.60e-01,
124,0.00e+00,3.20e-01,4.00e-01,3.20e-01,
125,4.00e-01,1.60e-01,1.60e-01,1.20e-01,
126,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
127,6.00e-01,3.20e-01,1.60e-01,3.60e-01,
128,0.00e+00,2.40e-01,1.60e-01,1.20e-01,
129,4.00e-01,1.60e-01,4.00e-01,3.20e-01,
130,4.00e-01,1.60e-01,4.00e-01,1.20e-01,
131,0.00e+00,2.40e-01,1.60e-01,3.20e-01,
132,0.00e+00,1.60e-01,1.60e-01,1.20e-01,
133,6.00e-01,3.20e-01,4.00e-01,3.20e-01,
134,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
135,4.00e-01,2.40e-01,1.60e-01,3.20e-01,
136,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
137,4.00e-01,2.40e-01,1.60e-01,3.20e-01,
138,0.00e+00,2.40e-01,1.60e-01,3.20e-01,
139,4.00e-01,1.60e-01,4.00e-01,1.20e-01,
140,0.00e+00,1.60e-01,1.60e-01,3.60e-01,
141,4.00e-01,2.40e-01,4.00e-01,1.20e-01,
142,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
143,8.00e-01,3.20e-01,2.00e-01,3.20e-01,
144,0.00e+00,1.60e-01,3.60e-01,1.20e-01,
145,4.00e-01,2.40e-01,2.00e-01,3.60e-01,
146,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
147,4.00e-01,3.20e-01,2.00e-01,3.60e-01,
148,0.00e+00,1.60e-01,1.60e-01,3.20e-01,
149,6.00e-01,3.20e-01,4.00e-01,1.20e-01,
150,0.00e+00,2.40e-01,1.60e-01,1.20e-01,
151,4.00e-01,1.60e-01,4.00e-01,3.60e-01,
152,4.00e-01,1.60e-01,4.00e-01,1.20e-01,
153,0.00e+00,2.40e-01,1.60e-01,3.60e-01,
154,4.00e-01,1.60e-01,1.60e-01,3.20e-01,
155,0.00e+00,2.40e-01,4.00e-01,1.20e-01,
156,0.00e+00,1.60e-01,4.00e-01,1.20e-01,
157,4.00e-01,3.20e-01,1.60e-01,3.20e-01,
158,0.00e+00,1.60e-01,1.60e-01,3.20e-01,
159,4.00e-01,2.40e-01,4.00e-01,1.20e-01,
160,0.00e+00,1.60e-01,1.60e-01,3.20e-01,
161,4.00e-01,2.40e-01,4.00e-01,1.20e-01,
